Node IP,Executed Command,Execution Output
10.156.42.219,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.219,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.219,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.219,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.219,bash /opt/flare/flare_bsl/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.219,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.219,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.219,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.219,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.219,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.219,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.219,java -version,Command Not Exist or Application Not installed
10.156.42.219,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,headless
10.156.42.219,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.219,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.219,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.219,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.219,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.219,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.268-03318e7
10.156.42.219,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.219,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.219,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.219,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.219,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.219,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.219,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.219,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.219,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.219,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.219,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.219,bash /opt/flare_dev/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.219,bash /opt/flare_bsl_new/bin/kamanja --version,Kamanja version 3.1.22.0
10.156.42.220,airflow version,2.1.2
10.156.42.220,/opt/alluxio/bin/alluxio version,2.7.3
10.156.42.220,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,7.1.7.0
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.220,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.220,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.220,rpm -qa | grep -i hdp | cut -d '-' -f3,7.1.7.0
10.156.42.220,bash /opt/flare/flare_bsl/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.220,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.220,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.220,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.220,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.220,java -version,Command Not Exist or Application Not installed
10.156.42.220,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,headless
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.220,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.220,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.220,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.220,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.268-03318e7
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.220,rpm -qa | grep -i SmartSense | cut -d '-' -f3,1.5.1.7.1.7.0
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.220,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.220,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.220,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.220,bash /opt/flare_dev/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.220,bash /opt/flare_bsl_new/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.33,airflow version,Command Not Exist or Application Not installed
10.156.42.33,/opt/alluxio/bin/alluxio version,Command Not Exist or Application Not installed
10.156.42.33,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,Command Not Exist or Application Not installed
10.156.42.33,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,Command Not Exist or Application Not installed
10.156.42.33,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,Command Not Exist or Application Not installed
10.156.42.33,rpm -qa | grep -i hdp | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.33,bash /opt/flare/flare_bsl/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.33,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.33,hadoop version | grep Hadoop | cut -d ' ' -f2,Command Not Exist or Application Not installed
10.156.42.33,hbase version | grep HBase | cut -d ' ' -f2,Command Not Exist or Application Not installed
10.156.42.33,hdfs version | grep Hadoop | cut -d ' ' -f2,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,Command Not Exist or Application Not installed
10.156.42.33,java -version,Command Not Exist or Application Not installed
10.156.42.33,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,Command Not Exist or Application Not installed
10.156.42.33,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.33,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Command Not Exist or Application Not installed
10.156.42.33,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.33,/opt/presto/bin/presto --version  | cut -d ' ' -f3,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,Command Not Exist or Application Not installed
10.156.42.33,rpm -qa | grep -i SmartSense | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,Command Not Exist or Application Not installed
10.156.42.33,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,Command Not Exist or Application Not installed
10.156.42.33,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.33,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,Command Not Exist or Application Not installed
10.156.42.33,bash /opt/flare_dev/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.33,bash /opt/flare_bsl_new/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.228,airflow version,Command Not Exist or Application Not installed
10.156.42.228,/opt/alluxio/bin/alluxio version,Command Not Exist or Application Not installed
10.156.42.228,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,Command Not Exist or Application Not installed
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.228,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.228,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.228,rpm -qa | grep -i hdp | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.228,bash /opt/flare/flare_bsl/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.228,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.228,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.228,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.228,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.228,java -version,Command Not Exist or Application Not installed
10.156.42.228,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,1.8.0.332.b09
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.228,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.228,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.228,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.228,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.268-03318e7
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.228,rpm -qa | grep -i SmartSense | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.228,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,  9.0.65.0
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.228,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.228,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.228,bash /opt/flare_dev/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.228,bash /opt/flare_bsl_new/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.229,airflow version,Command Not Exist or Application Not installed
10.156.42.229,/opt/alluxio/bin/alluxio version,Command Not Exist or Application Not installed
10.156.42.229,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,Command Not Exist or Application Not installed
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.229,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.229,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.229,rpm -qa | grep -i hdp | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.229,bash /opt/flare/flare_bsl/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.229,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.229,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.229,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.229,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.229,java -version,Command Not Exist or Application Not installed
10.156.42.229,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,1.8.0.332.b09
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.229,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.229,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.229,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.229,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.268-03318e7
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.229,rpm -qa | grep -i SmartSense | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.229,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.229,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.229,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.229,bash /opt/flare_dev/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.229,bash /opt/flare_bsl_new/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.230,airflow version,Command Not Exist or Application Not installed
10.156.42.230,/opt/alluxio/bin/alluxio version,Command Not Exist or Application Not installed
10.156.42.230,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,Command Not Exist or Application Not installed
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.230,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.230,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.230,rpm -qa | grep -i hdp | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.230,bash /opt/flare/flare_bsl/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.230,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.230,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.230,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.230,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.230,java -version,Command Not Exist or Application Not installed
10.156.42.230,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,1.8.0.332.b09
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.230,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
10.156.42.230,cat /etc/os-release | grep PRETTY_NAME | cut -d = -f2,Oracle Linux Server 7.9
10.156.42.230,"sudo -u postgres psql -c ""SELECT version();"" | grep PostgreSQL | cut -d ' ' -f3",Command Not Exist or Application Not installed
10.156.42.230,/opt/presto/bin/presto --version  | cut -d ' ' -f3,0.268-03318e7
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/ranger-admin/version,2.1.0.7.1.7.74-6
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/ranger-kms/version,2.1.0.7.1.7.74-6
10.156.42.230,rpm -qa | grep -i SmartSense | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/solr/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,8.4.1.7.1.7.74-6
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/spark/cloudera/cdh_version.properties  | grep version | head -1 | cut -d'=' -f2,2.4.7.7.1.7.74-6
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/sqoop/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.4.7.7.1.7.74-6
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/tez/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.9.1.7.1.7.74-6
10.156.42.230,/opt/tomcat/bin/version.sh  | grep number | cut -d':' -f2,Command Not Exist or Application Not installed
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/hadoop-yarn/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.230,rpm -qa | grep -i zabbix-agent | cut -d '-' -f3,5.0.2
10.156.42.230,cat /opt/cloudera/parcels/CDH/lib/zookeeper/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.5.5.7.1.7.74-6
10.156.42.230,bash /opt/flare_dev/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.230,bash /opt/flare_bsl_new/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.231,airflow version,Command Not Exist or Application Not installed
10.156.42.231,/opt/alluxio/bin/alluxio version,Command Not Exist or Application Not installed
10.156.42.231,rpm -qa | grep ambari-metrics-monitor | cut -d '-' -f4,Command Not Exist or Application Not installed
10.156.42.231,cat /opt/cloudera/parcels/CDH/lib/spark-atlas-connector/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,0.1.0.7.1.7.74-6
10.156.42.231,rpm -qa | grep beegfs-helperd | cut -d '-' -f3,7.1.5
10.156.42.231,cat /opt/cloudera/parcels/CDH/lib/hadoop/cloudera/cdh_version.properties | grep cloudera.cdh.release | head -1 | cut -d'h' -f3,7.1.7.74
10.156.42.231,rpm -qa | grep -i Cloudera  | cut -d '-' -f4 | head -1,7.4.4
10.156.42.231,rpm -qa | grep -i hdp | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.231,bash /opt/flare/flare_bsl/bin/kamanja --version,Command Not Exist or Application Not installed
10.156.42.231,rpm -qa | grep -i grafana | cut -d '-' -f3,Command Not Exist or Application Not installed
10.156.42.231,hadoop version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.231,hbase version | grep HBase | cut -d ' ' -f2,2.2.3.7.1.7.74-6
10.156.42.231,hdfs version | grep Hadoop | cut -d ' ' -f2,3.1.1.7.1.7.74-6
10.156.42.231,cat /opt/cloudera/parcels/CDH/lib/search/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,1.0.0.7.1.7.74-6
10.156.42.231,cat /opt/cloudera/parcels/CDH/lib/hive/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.3000.7.1.7.74-6
10.156.42.231,java -version,Command Not Exist or Application Not installed
10.156.42.231,rpm -qa | grep openjdk | cut -d '-' -f4 | head -1,1.8.0.332.b09
10.156.42.231,cat /opt/cloudera/parcels/CDH/lib/kafka/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,2.5.0.7.1.7.74-6
10.156.42.231,cat /opt/cloudera/parcels/CDH/lib/hadoop-mapreduce/cloudera/cdh_version.properties | grep version | head -1 | cut -d'=' -f2,3.1.1.7.1.7.74-6
10.156.42.231,mysql -V | cut -d ' ' -f4,Command Not Exist or Application Not installed
